now_index,original_index,canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration
480,332,Franz Schubert,Impromptu Op. 90 No. 3 in G-flat Major,train,2015,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_11_R2_2015_wav--2.midi,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_11_R2_2015_wav--2.wav,355.173958333
481,163,Franz Liszt,"Ballade No. 2 in B Minor, S 171",train,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--3.midi,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--3.wav,747.902564063
482,507,Frédéric Chopin,"Ballade No. 1 in G Minor, Op. 23",train,2015,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--5.midi,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--5.wav,511.25625
483,298,Franz Schubert,"Impromptu Op. 142 No. 1 in F Minor, D935",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.midi,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.wav,574.096648125
484,909,Joseph Haydn,"Sonata in C Major, Hob. XVI:48 (Complete)",train,2014,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_08_R1_2014_wav--1.midi,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_08_R1_2014_wav--1.wav,655.070124844
485,777,Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",train,2017,2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--1.midi,2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--1.wav,194.047126088
486,1230,Sergei Rachmaninoff,"Sonata No. 2 in B-flat Minor, Op. 36",train,2004,2004/MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_06_Track06_wav.midi,2004/MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_06_Track06_wav.wav,649.419024379
487,515,Frédéric Chopin,"Ballade No. 2 in F Major, Op. 38",train,2009,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_04_WAV.wav,426.929327344
488,662,Frédéric Chopin,"Scherzo No. 4 in E Major, Op. 54",train,2009,2009/MIDI-Unprocessed_16_R1_2009_01-02_ORIG_MID--AUDIO_16_R1_2009_16_R1_2009_02_WAV.midi,2009/MIDI-Unprocessed_16_R1_2009_01-02_ORIG_MID--AUDIO_16_R1_2009_16_R1_2009_02_WAV.wav,691.635259219
489,1148,Robert Schumann,Kreisleriana,train,2006,2006/MIDI-Unprocessed_23_R1_2006_01-05_ORIG_MID--AUDIO_23_R1_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_23_R1_2006_01-05_ORIG_MID--AUDIO_23_R1_2006_04_Track04_wav.wav,1888.42492781
490,180,Franz Liszt,Dante Sonata,train,2004,2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_17_Track17_wav.midi,2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_17_Track17_wav.wav,1005.00558223
491,1097,Muzio Clementi,Sonata Op. 24/2,train,2006,2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_01_Track01_wav.wav,653.231184375
492,722,Johann Sebastian Bach,French Suite No. 5 in G Major,train,2004,2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_05_Track05_wav.midi,2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_05_Track05_wav.wav,130.60752069
493,891,Johannes Brahms,"Variations on a Theme by Paganini, Op. 35, Book II",train,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--1.midi,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--1.wav,678.292590937
494,996,Ludwig van Beethoven,"Sonata No. 24 in F-sharp Major, Op. 78",train,2011,2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_09_Track09_wav.midi,2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_09_Track09_wav.wav,397.693245469
495,497,Frédéric Chopin,"Andante spianato e grande polonaise, Op. 22",train,2017,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--3.midi,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--3.wav,829.847429454
496,1018,Ludwig van Beethoven,"Sonata No. 31 in A-flat Major, Op. 110 (Complete)",train,2014,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--2.wav,1063.92121172
497,597,Frédéric Chopin,Etude Op. 25 No. 6 in G-sharp Minor,train,2011,2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_17_Track17_wav.midi,2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_17_Track17_wav.wav,116.065589062
498,396,Franz Schubert,Sonata in B-flat Major D. 961,train,2009,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_02_WAV.midi,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_02_WAV.wav,635.457430781
499,367,Franz Schubert,Sonata in A D960,train,2006,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.wav,427.673183437
500,1163,Robert Schumann,Symphonic Etudes,train,2006,2006/MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_01_Track01_wav.wav,1623.70831219
501,1245,Wolfgang Amadeus Mozart,"Sonata in B-flat Major, K. 281, First Movement",train,2011,2011/MIDI-Unprocessed_02_R1_2011_MID--AUDIO_R1-D1_09_Track09_wav.midi,2011/MIDI-Unprocessed_02_R1_2011_MID--AUDIO_R1-D1_09_Track09_wav.wav,183.08742375
502,564,Frédéric Chopin,Etude Op. 10 No. 4 in C-sharp Minor,train,2017,2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--3.midi,2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--3.wav,115.376571404
503,465,Franz Schubert,"Sonata in G Major, D. 896",train,2009,2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_03_WAV.wav,227.10447375
504,1072,Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2013,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--1.midi,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--1.wav,663.106975781
505,408,Franz Schubert,"Sonata in B-flat Major, D960",train,2004,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_04_Track04_wav.midi,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_04_Track04_wav.wav,456.341602506
506,1253,Wolfgang Amadeus Mozart,"Sonata in C Minor, K. 457",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--1.wav,1070.4476475
507,1078,Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2017,2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--2.midi,2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--2.wav,630.186014637
508,676,Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58",train,2004,2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_07_Track07_wav.midi,2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_07_Track07_wav.wav,154.986722275
509,405,Franz Schubert,"Sonata in B-flat Major, D960",train,2004,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_01_Track01_wav.wav,902.321056094
510,461,Franz Schubert,"Sonata in G Major, D. 894",train,2009,2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_01_WAV.midi,2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_01_WAV.wav,774.434321719
511,1102,Niccolò Paganini / Franz Liszt,Etude No. 6 in A Minor,train,2008,2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--4.midi,2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--4.wav,278.921996719
512,122,Edvard Grieg,"Lyric Piece in A Minor, “Waltz,” Op. 12 No. 2",train,2014,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--1.midi,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--1.wav,111.434183437
513,403,Franz Schubert,"Sonata in B-flat Major, D. 962",train,2009,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.midi,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.wav,220.921253438
514,669,Frédéric Chopin,"Scherzo No. 4 in E Major, Op. 54",train,2017,2017/MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--4.midi,2017/MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--4.wav,624.929630137
515,1257,Wolfgang Amadeus Mozart,"Sonata in D Major, K 576, First Movement",train,2008,2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--1.midi,2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--1.wav,236.252434687
516,578,Frédéric Chopin,Etude Op. 25 No. 10,train,2013,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--5.midi,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--5.wav,250.193392969
517,674,Frédéric Chopin,Sonata No. 3,train,2006,2006/MIDI-Unprocessed_20_R1_2006_01-04_ORIG_MID--AUDIO_20_R1_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_20_R1_2006_01-04_ORIG_MID--AUDIO_20_R1_2006_04_Track04_wav.wav,1611.38460656
518,1086,Mily Balakirev,"In the Garden, Etude-Idyll",train,2011,2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_06_Track06_wav.midi,2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_06_Track06_wav.wav,255.60871875
519,470,Franz Schubert,"Sonata in G Major, D894",train,2004,2004/MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_02_Track02_wav.wav,1298.3273665
520,28,Alexander Scriabin,"Sonata No. 5, Op. 53",train,2009,2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.midi,2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.wav,648.955013438
521,1077,Ludwig van Beethoven,"Thirty-Two Variations in C Minor, WoO 80",train,2017,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--3.midi,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--3.wav,679.707139504
522,21,Alexander Scriabin,"Sonata No. 3 in F-sharp Minor, Op. 23",train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.wav,1120.09102734
523,706,Isaac Albéniz,Triana from 'Iberia',train,2004,2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_08_Track08_wav.midi,2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_08_Track08_wav.wav,259.816541231
524,300,Franz Schubert,"Impromptu Op. 142 No. 3 in B-Flat Major, D935",train,2013,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--1.midi,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--1.wav,638.698613438
525,916,Joseph Haydn,"Sonata in C Major, Hob. XVI:50, First Movement",train,2008,2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--2.midi,2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--2.wav,325.782259688
526,1085,Mikhail Glinka / Mily Balakirev,Lark,train,2008,2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--4.midi,2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--4.wav,294.372034687
527,364,Franz Schubert,Sonata in A D959,train,2006,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_01_Track01_wav.wav,677.290989375
528,964,Ludwig van Beethoven,"Sonata No. 17, Op. 31 No. 2 in D Minor ""Tempest"", I. Largo-Allegro",train,2017,2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--3.midi,2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--3.wav,380.419076108
529,355,Franz Schubert,Son. in Bb D.960,train,2006,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_01_Track01_wav.wav,849.484994531
530,694,George Frideric Handel,Suite No. 3 in D Minor,train,2009,2009/MIDI-Unprocessed_12_R1_2009_01-02_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_12_R1_2009_01-02_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_01_WAV.wav,856.080874687
531,858,Johann Sebastian Bach / Ferruccio Busoni,"""Wachet  auf, ruft uns die Stimme' BWV 645",train,2004,2004/MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_01_Track01_wav.wav,202.363719265
532,576,Frédéric Chopin,Etude Op. 25 No. 1 in A-flat Major,train,2017,2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--2.midi,2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--2.wav,147.718293271
533,961,Ludwig van Beethoven,"Sonata No. 17 in D Minor, Op. 31 No. 2, First Movement",train,2011,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_08_Track08_wav.midi,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_08_Track08_wav.wav,360.045045937
534,1168,Robert Schumann,"Symphonic Etudes, Op. 13",train,2014,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--6.midi,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--6.wav,1650.67409719
535,1133,Robert Schumann,"ABEGG Variations, Op. 1",train,2011,2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_09_Track09_wav.midi,2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_09_Track09_wav.wav,493.855008281
536,724,Johann Sebastian Bach,"Italian Concerto, BWV 971",train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--1.wav,732.789064219
537,690,George Frideric Handel,Chaconne in G,train,2009,2009/MIDI-Unprocessed_18_R1_2009_01-03_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_18_R1_2009_01-03_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_01_WAV.wav,329.032790625
538,471,Franz Schubert,"Sonata in G Major, D894",train,2004,2004/MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_01_Track01_wav.wav,754.754183725
539,1137,Robert Schumann,"Carnaval, Op. 9",train,2004,2004/MIDI-Unprocessed_XP_10_R1_2004_05_ORIG_MID--AUDIO_10_R1_2004_05_Track05_wav.midi,2004/MIDI-Unprocessed_XP_10_R1_2004_05_ORIG_MID--AUDIO_10_R1_2004_05_Track05_wav.wav,1443.84723636
540,698,Giuseppe Verdi / Franz Liszt,Rigoletto Parap.,train,2006,2006/MIDI-Unprocessed_15_R1_2006_01-05_ORIG_MID--AUDIO_15_R1_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_15_R1_2006_01-05_ORIG_MID--AUDIO_15_R1_2006_04_Track04_wav.wav,423.490495313
541,20,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19 (Complete)",train,2017,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.wav,661.909149792
542,502,Frédéric Chopin,"Andante spianato et grande polonaise brillante, Op. 22",train,2013,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--4.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--4.wav,769.017660469
543,1043,Ludwig van Beethoven,Sonata Op. 78,train,2006,2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_01_Track01_wav.wav,470.609839219
544,1164,Robert Schumann,Symphonic Etudes,train,2006,2006/MIDI-Unprocessed_16_R1_2006_01-04_ORIG_MID--AUDIO_16_R1_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_16_R1_2006_01-04_ORIG_MID--AUDIO_16_R1_2006_03_Track03_wav.wav,1634.54564109
545,55,Claude Debussy,Four Preludes,train,2006,2006/MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_03_Track03_wav.wav,672.901303594
546,445,Franz Schubert,"Sonata in C Minor, D958",train,2018,2018/MIDI-Unprocessed_Schubert7-9_MID--AUDIO_11_R2_2018_wav.midi,2018/MIDI-Unprocessed_Schubert7-9_MID--AUDIO_11_R2_2018_wav.wav,1631.10547359
547,864,Johann Sebastian Bach / Franz Liszt,"Prelude and Fugue in A Minor, S.462/1",train,2011,2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_03_Track03_wav.midi,2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_03_Track03_wav.wav,362.185802344
548,237,Franz Liszt,"Sonata in B Minor, S. 178",train,2009,2009/MIDI-Unprocessed_03_R1_2009_01-02_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_02_WAV.midi,2009/MIDI-Unprocessed_03_R1_2009_01-02_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_02_WAV.wav,1670.37092578
549,1165,Robert Schumann,Symphonic Etudes Op. 13,train,2018,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--2.wav,1526.65579172
550,589,Frédéric Chopin,Etude Op. 25 No. 11 in A Minor,train,2011,2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_04_Track04_wav.midi,2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_04_Track04_wav.wav,193.441312969
551,832,Johann Sebastian Bach,"Prelude and Fugue in G Major, WTC I",train,2008,2008/MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--1.wav,215.842465781
552,157,Franz Liszt,"""La Campanella""",train,2008,2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--4.midi,2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--4.wav,265.471155469
553,697,Georges Bizet / Vladimir Horowitz,Carmen Variations,train,2017,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--5.midi,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--5.wav,231.487113571
554,683,Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58, I. Allegro maestoso",train,2017,2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--5.midi,2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--5.wav,507.502855104
555,540,Frédéric Chopin,Etude Op. 10 No. 1,train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--2.wav,115.228125
556,704,Isaac Albéniz,"Iberia, Evocation, Triana",train,2004,2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_05_Track05_wav.midi,2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_05_Track05_wav.wav,291.849566392
557,220,Franz Liszt,Rhapsodie Espagnole,train,2008,2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--4.midi,2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--4.wav,794.300754844
558,500,Frédéric Chopin,"Andante spianato et grande polonaise brillante, Op. 22",train,2015,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_11_R2_2015_wav--4.midi,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_11_R2_2015_wav--4.wav,826.469791667
559,1267,Wolfgang Amadeus Mozart,"Sonata in F Major, K 332 (Complete)",train,2015,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--1.wav,908.790625
560,988,Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57 ""Appassionata"", First Movement",train,2008,2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--2.midi,2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--2.wav,593.318049844
561,848,Johann Sebastian Bach,"Prelude from the English Suite No. 2 in A Minor, BWV 807",train,2011,2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_02_Track02_wav.midi,2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_02_Track02_wav.wav,156.930932813
562,885,Johannes Brahms,"Sonata in F Minor, Op. 5",train,2004,2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_04_Track04_wav.midi,2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_04_Track04_wav.wav,994.140229671
563,1007,Ludwig van Beethoven,"Sonata No. 28 in A Major, Op. 101 (Complete)",train,2014,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_17_R1_2014_wav--1.midi,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_17_R1_2014_wav--1.wav,1162.39066453
564,1096,Muzio Clementi,"Sonata Bb, Op. 24, No. 2",train,2009,2009/MIDI-Unprocessed_18_R1_2009_01-03_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_02_WAV.midi,2009/MIDI-Unprocessed_18_R1_2009_01-03_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_02_WAV.wav,668.431489688
565,983,Ludwig van Beethoven,"Sonata No. 21, Op. 53, ""Waldstein"", I. Allegro con brio",train,2017,2017/MIDI-Unprocessed_043_PIANO043_MID--AUDIO-split_07-06-17_Piano-e_1-03_wav--2.midi,2017/MIDI-Unprocessed_043_PIANO043_MID--AUDIO-split_07-06-17_Piano-e_1-03_wav--2.wav,637.070596287
566,1111,Pyotr Ilyich Tchaikovsky,Dumka,train,2006,2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_03_Track03_wav.wav,513.645319687
